username,dates,location,rating,comment,useful,funny,cool,WeekDay,State
Joaquin P.,2023-08-31,"Sulphur Springs, TX",2,Tried this place out based on reviews and well totally not worth it! Fries were very salty!! And the 3 sliders we got I wanted them spicy and it was literally sweet!  Yuck! Who adds jam and cream cheese to chicken sliders?? I admit it looks nice but taste is awful. Top of that the chicken is so bland no seasoning or anything on it.  I give them 2 stars instead of 1 just because the dog water bowls outside is a neat idea that's it,0,0,0,jueves,TX
Christina H.,2023-09-17,"Portland, OR",5,"Soooo Goooood!! Perfect size for some of us that can't have a huge burger or who just want options! The PBJ was delicious and let's talk about those onion rings! Crispy, a little spice and a great addition to your slider to be adventurous  Keep being tasty YOU SOB!",0,0,0,domingo,OR
Lindsey C.,2023-09-23,"Sunnyvale, TX",4,"Got one PB&J, one Nashville Hot Chicken and two Wagyu TX Philly sliders along with some waffle fries. Everything tasted so good! The PB&J slider really took me by surprise because I didn't expect it to taste good at all, but it was so delicious! Also ordered the Cookie Butter shake and I can't put into words how incredible it was. Had such a great time and really enjoyed everything I ordered.",3,0,1,sábado,TX
Porcsha L.,2023-10-05,"Dallas, TX",5,"I would just like to personally thank the young lady who helped me place my delivery order for an event I was hosting! She was patient, kind, and very sweet to me. I hadn't planned on getting food that day, but after her assistance, I got two classic sliders and a Carmel Shake! I promise that was one of the best shakes I ever had!",0,0,0,jueves,TX
Jasmine M.,2023-10-08,"Dallas, TX",3,Service is good but food is barely okay tasting. Food was fresh but everything tasted like old cooking oil.,0,0,0,domingo,TX
Chev F.,2023-10-27,"Cedar Hill, TX",5,The chicken and wagyu sandwich's are the best. The service was fast and nice place to eat.,0,0,0,viernes,TX
Sam F.,2023-10-31,"Lake Worth, FL",5,Surprisingly really good! Didn't expect that. Cool. atmosphere too. Burgers are cooked perfectly with that red rare  juicy bloody meat that animal activist protest against eating. The lady that was at the cashier was super friendly and helpful. Get the cookie butter shake if you want to live forever.,0,0,1,martes,FL
Jingwen Z.,2023-11-07,"Dallas, TX",4,"This is a casual spot to grab some delicious creative sliders. The size of each slider is decent, and I was full after 2 - you can also opt to order 3 (or more), making this a good option for a party where multiple people eat different amounts. I got the Cowboy and the Burnt Ends, both of which were delicious. I'd skip the nacho fries, though, as the fries became soggy rather quickly and the meat is very salty (and ground). Overall a good pick and I would love to come back!",1,0,1,martes,TX
Jessica V.,2023-11-09,"Dallas, TX",1,"This was my first time ! The young lady that took my order was very friendly and explained the menu as we mentioned it was our first time. We received our food, we got the 3 sliders one Nashville one classic and one ranger and some waffle fries! The buns were cold the classic tasted like a McDonald's kids meal burger which for my daughter was perfect! The ranger was for me maybe it should have said light one the sauce since it was cold it just made the meat cold same for the Nashville I think kfc Nashville chicken sandwich is better. My fries were supper hard and cold ! I was surprised seeing that they were busy and people kept coming in.",0,0,0,jueves,TX
Kai S.,2023-11-16,"Baltimore, MD",3,"I don't eat beef! My brother said the burgers are amazing though. The chicken sandwiches are basically a chicken tender on a bun. The fries aren't well seasoned and the queso is very thick. I was not a fan of the onion rings, they had no taste.",0,0,0,jueves,MD
Melinda A.,2023-11-24,"Cypress, TX",5,First time ever and it did not disappoint. Loved my two sliders. The Cowboy had a nice bit of heat with pimento. So yummy. The service was great. So much food that I did not eat my second slider the Jalapeño popper. Late night snack. The ambiance was nice. Enjoyed seeing the patrons with their dogs outside. There are silver water dishes for the dogs. Loved it.,0,0,0,viernes,TX
Amber S.,2023-12-09,"Lubbock, TX",5,Food is delicious and service is always friendly and fast! Cute spot on lower Greenville.,0,0,0,sábado,TX
Jazmine H.,2023-12-10,"Dallas, TX",4,"SOLID! I enjoyed this visit to SOB. I went Sunday evening so there wasn't a crowd at all. Plenty of seating inside and outside and they even have a pick up window outside. I ordered 3 sliders -- Classic, All American, Prime Rib, waffles fries and a shake. All really good but I loved the Classic more than the others. The fries were fresh and tasty. The shake was soooo good, we got the cookie butter. I will definitely be back to try more.",1,0,0,domingo,TX
Rachel A.,2023-12-14,"San Francisco, CA",5,I absolutely love this place!! 3/$15 sliders is a good meal! Service is always friendly and fast! The outside patio area is so cute well put together for a Greenville restaurant! We continue to go back!,0,0,0,jueves,CA
Shawneedawn B.,2023-12-21,"Woodson Village - Pershing, College Station, TX",5,Slides are unbeatable. Quick and amazing. They have the perfect amount of sauce and additions that they don't overwhelm the burger patty. Tikka and popper sliders are my all time favorite!,0,0,0,jueves,TX
Lisa W.,2023-12-31,"Pasadena, TX",4,"Counter service, not a long wait, tho we were there 10 minutes after opening.  Reasonably priced for what you get.  Ordered the classic, pbj and Nashville hot.  All were good and well prepared.  Also had the half and half (rings and tots).  Onion rings were very good!  Would get an order of them alone.  Lots of specialty milkshakes and brews, but we did not try any.  Would go back for sure!",0,0,0,domingo,TX
Jesus V.,2024-01-05,"Willis, TX",1,Terrible service had an attitude from the start when ordering .Ik it's a slider place but you didn't have to give me a half a$$ service with cold fries .first time & last time ever coming to this place .Don't waste your money on some over hype place.NOT Worth it.,0,0,0,viernes,TX
